actual_value,xgb_predicted_value
2.088,1.7975938
1.423,1.3201573
0.635,0.61400545
0.958,0.9150639
2.317,2.4616594
2.215,3.1730433
0.895,1.4577866
2.26,3.1156077
5.00001,4.708231
2.702,2.8502152
0.596,0.9155774
1.933,1.9890488
1.336,1.3489206
1.619,2.251212
3.575,2.936564
2.765,2.3764963
4.107,3.0076513
3.75,2.257337
1.352,1.2259924
1.672,1.5978663
2.52,2.4384556
3.084,4.2188225
1.721,1.3918815
5.00001,4.570414
1.938,1.7931762
1.052,0.78454256
0.908,1.0575454
1.688,1.9253559
1.621,1.0776498
1.612,1.7771193
1.375,1.3923231
2.893,2.8887963
2.787,2.8412805
1.617,2.420528
2.31,2.5775611
0.875,1.1275151
0.957,1.1383114
2.406,1.8499628
2.141,2.211205
4.286,4.1932945
1.25,1.6517454
0.764,0.84961534
2.638,3.3917313
1.204,1.7221011
1.091,0.7003531
1.706,2.1605015
2.574,2.3440526
3.2,3.2665827
2.896,2.4772315
3.073,2.8277752
3.255,3.2703316
0.584,0.8181502
0.485,0.15490994
2.167,0.7431977
0.979,1.2037811
1.586,1.6121852
0.69,0.7673031
3.223,3.1585307
4.677,3.5151312
1.63,1.6700908
2.871,2.5980785
0.546,0.3286963
0.904,1.3057638
1.555,1.5867571
1.75,2.4241767
4.112,4.3649864
3.321,2.7993739
1.412,1.5257887
2.471,2.5275066
1.53,1.3977846
1.55,1.8062482
3.908,1.5211184
0.9,0.73906976
1.967,1.9582357
0.682,0.90476996
5.00001,5.2082005
0.921,1.2385201
2.979,2.8839753
5.00001,4.616859
3.323,3.2164662
1.711,2.0801594
1.521,1.8970064
2.32,2.1119616
1.271,1.3270797
0.875,0.94701684
2.034,1.8744621
2.286,1.771657
1.167,1.2032694
4.167,4.811337
2.276,2.0900366
2.679,2.9909704
0.972,1.049496
1.375,1.3563707
1.988,1.6530821
0.686,0.38058147
3.525,2.807625
1.038,1.2555811
1.078,0.8901675
1.317,1.3000824
2.713,3.5335093
0.973,1.9515291
0.95,0.83342123
0.675,1.429565
3.261,2.7119372
0.656,0.6942865
2.256,2.1347387
2.638,2.67514
3.483,2.9750109
3.25,2.6572394
1.088,1.8097217
4.0,3.913706
1.384,1.086333
0.61,0.6929178
4.531,4.6190033
5.00001,5.2667637
1.202,1.4999133
3.292,2.7202904
1.963,2.5793128
1.5,1.2186953
1.52,1.7155193
1.699,1.3914057
1.375,1.6567484
2.83,2.5005996
4.045,2.7921283
1.935,2.3306568
2.051,2.9641616
1.456,1.4576176
2.25,0.97713464
2.159,2.2399063
1.585,1.7902493
1.247,1.4676197
0.654,0.62053084
2.802,2.443396
1.805,1.4135514
1.054,1.1593467
1.0,1.3617957
1.663,1.5867873
1.58,2.0295312
2.438,2.7715101
3.629,3.7871616
2.019,1.7509089
0.526,0.86609584
5.00001,4.15271
1.12,1.2651262
2.25,2.0110805
4.399,3.9868643
0.883,1.4354683
5.00001,5.164396
2.768,1.8116686
1.792,1.7157263
1.997,1.7329649
1.32,1.1564112
0.613,1.2776866
1.719,1.8567817
1.238,1.4407948
1.353,1.2731103
1.371,1.7452744
1.293,1.7566643
2.279,2.675668
0.944,1.0500057
1.035,1.3152008
3.208,2.6801105
1.25,3.8219206
3.324,3.1975236
1.591,1.5470425
2.369,2.8508303
4.616,4.786455
1.569,1.65134
1.482,1.1961207
1.665,1.5413944
1.969,2.1152952
1.678,1.7313833
1.267,0.6535869
5.00001,3.2375004
0.579,0.49008876
2.38,2.266338
1.42,1.8911103
0.869,0.9627682
0.56,0.84387416
5.00001,4.9058127
1.124,1.1920334
0.636,0.7849751
4.313,4.517681
2.659,2.243949
0.58,0.8747259
1.941,2.999427
1.428,1.6145974
1.787,1.6771492
1.875,2.378162
2.25,2.619154
3.13,2.6396544
5.00001,5.4888167
1.536,1.4929768
0.623,0.76521766
1.945,1.9889458
1.639,1.7030729
3.988,3.1895618
2.041,2.4478495
1.993,2.3085372
1.767,1.9752525
5.00001,4.9698143
2.489,2.0379467
1.5,1.5438133
2.317,2.0134144
0.58,0.7665454
1.26,1.36249
1.633,1.3794277
1.134,1.4325284
3.0,1.897513
3.109,3.3471894
2.188,2.1118896
0.704,0.80659586
2.377,2.6568327
1.188,1.0350034
0.731,0.58388406
0.75,1.0560675
4.507,4.366066
2.402,2.3132348
0.658,0.7111181
0.647,0.31579542
1.751,2.2594905
2.237,2.230146
0.963,1.2680154
4.051,4.206655
3.768,3.2414412
5.00001,4.971676
3.5,2.402033
1.625,2.120566
1.773,1.906645
0.984,1.2156488
1.388,0.8515432
1.75,2.4470327
2.609,1.7407882
1.047,1.0303427
1.595,2.181069
2.959,2.9092882
1.375,2.6354754
5.00001,4.250616
2.27,2.1436493
2.639,2.0278392
1.604,1.4373641
1.42,1.776355
1.625,1.5765151
2.304,2.1599162
5.00001,4.4710927
2.177,2.6089866
1.83,2.356522
2.458,1.831837
1.292,1.4478499
0.604,0.7663415
0.675,0.7155197
2.952,2.9145076
1.926,2.1216817
1.506,1.6953676
1.257,1.7356613
0.634,0.7827497
1.513,1.7842841
2.456,3.3438306
5.00001,4.5383954
1.655,1.7473292
1.135,1.1745483
3.222,3.1044614
3.625,3.7254632
0.696,0.6981562
1.561,1.5585382
0.875,1.1465448
1.931,2.424476
2.18,2.0950987
1.018,1.0782101
1.291,1.5406138
1.563,0.99988234
1.832,1.680256
1.481,1.3879347
5.00001,5.105097
2.221,3.478991
1.676,2.063753
1.845,1.7742534
3.7,3.9593925
2.394,2.6030602
1.667,1.5456811
2.333,1.8155724
2.4,2.62224
0.913,0.7362234
4.835,4.732036
1.505,1.7460996
0.995,1.5897837
2.402,2.1636379
0.955,1.2635374
5.00001,5.489141
2.516,2.241937
1.208,1.09848
1.357,1.0586032
2.254,2.3490636
5.00001,3.8339882
0.851,0.7942433
5.00001,4.1206417
1.648,1.3801503
1.116,1.3265722
1.61,1.2658578
2.137,2.1690316
1.165,1.1357853
3.5,3.8257053
1.599,2.046051
4.383,2.7738967
1.711,1.7657504
2.711,2.9646747
5.00001,2.579762
0.68,1.1174427
1.917,2.1834414
2.559,2.519731
1.125,1.3857
1.822,1.4639243
3.476,3.1625352
3.32,2.886536
1.109,1.3302219
2.119,2.132779
2.625,2.493609
2.379,2.228523
0.9,1.339978
4.272,3.5206332
3.705,3.5191295
1.163,1.1156785
1.708,1.6103561
2.855,3.208725
1.115,1.4425586
0.832,1.2786238
2.482,2.5771406
3.955,3.5702229
2.183,2.2123995
5.00001,4.4181366
0.889,1.0380622
1.81,1.5549997
2.809,3.458663
3.453,2.8669639
1.81,2.0902796
1.922,2.210517
0.781,0.655253
0.75,1.2117901
4.333,4.3059607
1.601,1.6069884
1.092,1.2470025
0.962,1.3038986
1.914,1.3386847
3.6,2.4858215
1.856,2.170481
1.188,0.9995672
1.227,1.0660765
2.063,1.697543
1.956,1.4670786
0.756,0.93785673
1.043,1.0486763
3.859,3.794415
1.139,1.2841595
0.794,1.0111552
0.813,0.942278
1.292,2.0882015
0.735,1.0554956
1.759,1.6998732
1.424,1.8446944
2.341,2.2389972
2.867,2.8132625
0.925,1.1372709
1.701,1.4629568
1.618,1.6987816
2.253,2.5183644
1.706,1.5636743
3.194,3.1513739
0.958,0.8983702
0.734,0.679478
0.936,0.88625145
0.517,0.48094228
3.587,3.4578109
0.647,0.66460156
3.442,3.0219796
3.14,3.4078012
1.857,2.479496
2.793,2.284871
1.194,2.164688
2.804,2.8448317
1.871,2.2425518
0.838,0.7233312
3.093,2.327959
2.292,2.6402833
2.45,2.310037
2.276,3.0859995
5.00001,4.177427
3.208,2.2221067
1.473,1.3424107
1.623,1.8123666
2.659,3.1709416
5.00001,4.6003165
1.891,2.023064
3.164,3.4125793
1.819,1.8634207
2.615,2.5126493
0.69,0.5847706
1.813,1.6799289
2.93,3.2015681
1.111,1.3391855
2.183,2.9294128
1.472,1.4442127
2.438,1.4682585
2.23,2.1882932
1.375,1.6377599
0.606,0.7000332
2.75,1.576278
3.5,2.1733174
1.712,1.5717298
0.835,1.2406222
2.25,2.8900642
1.656,1.6291541
1.52,1.8040763
1.92,2.2047024
2.542,2.5472085
1.5,1.0879208
2.125,2.411134
0.804,0.908336
2.065,2.3799915
3.311,3.9225383
2.014,2.5104492
1.884,1.735182
1.954,2.5175757
4.425,4.1510916
1.527,2.1887786
5.00001,5.4348087
2.398,2.813958
1.594,1.1980083
0.918,1.2531282
2.409,2.8049376
1.364,1.3876474
1.036,1.0504197
1.325,1.4762359
2.929,2.5439272
0.628,1.2651117
1.121,1.4009212
0.891,0.9348348
1.207,1.2854135
4.714,4.046579
3.147,3.491712
2.264,2.5735657
4.097,2.625737
1.49,1.1245143
1.717,2.995845
2.355,2.7506473
3.228,2.9274971
2.445,2.4911597
1.622,1.9939368
3.409,3.6180196
0.574,0.41125795
1.989,2.2514122
1.097,1.6248447
1.375,1.3756223
0.857,1.0861125
0.983,0.9010409
1.782,1.6144375
1.375,1.9703494
2.75,2.8677669
3.815,2.8185394
5.00001,4.7943134
5.00001,4.881829
1.792,1.7506974
2.045,1.7791297
3.941,3.776571
1.844,1.6826767
1.74,1.4818375
0.807,1.1981466
1.896,1.9352069
0.6,0.65170413
1.266,1.3300831
2.625,2.4941702
1.392,1.5543175
0.513,0.36500135
2.292,2.6021633
1.011,1.5862358
0.977,0.9362726
1.583,1.3628825
3.491,3.774377
0.855,1.4216391
2.141,2.5354667
2.271,2.3555536
1.557,1.2854514
0.668,0.65550137
2.073,2.0869179
2.228,1.9222221
3.545,3.5141761
3.405,3.424161
0.529,0.4959198
1.406,1.9423401
1.508,1.6932075
0.561,0.70561135
2.596,2.7343879
3.189,2.9281204
1.484,2.362049
2.899,2.420644
1.618,2.93262
2.55,2.0351567
0.875,1.347317
2.45,3.263125
3.05,2.860137
2.15,3.041231
2.49,2.5746365
5.00001,5.408362
3.2,2.2166965
1.74,1.9674661
2.925,2.5677087
5.00001,4.8070445
2.899,3.292256
4.384,3.805043
1.82,1.9757484
1.705,2.2456627
0.692,0.8512117
0.956,1.1838975
2.728,3.1823642
0.813,1.9956398
2.724,2.6548057
1.526,1.1987209
0.559,0.7513325
2.135,1.948608
3.313,1.6329867
2.018,1.8186651
0.571,0.5419304
3.318,3.6068885
3.659,2.298442
1.275,1.0134187
1.118,1.1747069
3.537,2.889843
2.293,2.4879577
0.875,1.0435767
2.375,2.4187653
1.133,0.8684276
1.125,0.9044631
1.385,1.3174274
3.074,2.8910925
1.009,1.3223151
0.978,0.96771747
1.767,1.8811744
2.18,2.2420983
2.906,2.4584668
1.577,1.7783401
3.48,3.926156
0.672,0.71995497
2.604,2.2130346
1.236,1.5569578
0.675,0.5368357
1.307,1.2247571
0.66,0.751607
1.666,1.8223506
2.256,2.110848
2.571,2.1536603
5.00001,4.2644734
1.139,1.3899335
0.91,1.306272
2.174,2.1162298
0.96,1.0188935
1.292,1.294502
3.502,3.271045
4.421,4.217009
2.229,1.353529
0.813,0.90359527
1.606,1.5983466
5.00001,3.4451253
3.412,3.6288815
2.879,2.8754127
3.447,4.008573
1.8,1.950811
1.678,2.496481
0.55,0.83786386
0.508,0.43680784
1.426,2.0939407
2.358,2.086676
1.127,1.0969198
2.102,2.1348534
2.107,1.0248053
0.654,0.51702964
1.625,2.1792305
1.503,2.1238427
5.00001,4.223407
1.014,1.3065736
2.218,2.7466476
2.603,2.0806315
1.788,1.8582646
1.704,1.6634687
3.194,3.8654008
1.906,1.6107748
1.841,2.0014174
1.911,1.9954593
1.496,2.3837674
5.00001,3.892943
1.834,1.8097099
4.441,3.9802177
2.427,2.735467
0.762,0.8301794
1.329,1.4062786
4.098,2.589925
1.125,0.7906022
3.766,3.3214993
0.505,0.9269871
5.00001,4.2713675
2.095,1.8392019
0.778,0.8980404
2.997,3.1459563
3.75,2.2423687
1.565,1.1517907
2.4,2.6931481
0.772,0.9303165
0.985,1.0410464
5.00001,3.3372424
1.104,1.9258754
0.864,1.4738313
2.304,1.9648209
1.639,1.9994402
5.00001,4.587512
0.495,0.7380535
1.074,1.6679635
3.625,1.5318239
1.45,1.5060464
2.185,2.3610837
1.301,1.5839144
1.46,1.5533282
1.525,1.0674119
4.572,4.576888
1.652,1.9040682
3.947,3.6282206
1.444,1.3620745
1.366,1.0920349
2.164,2.4360728
1.39,1.2135628
1.038,0.93722844
4.885,3.9373946
2.271,2.7854815
2.38,2.4348435
2.156,3.411036
2.923,3.5254574
1.459,1.5803869
1.873,2.1028733
1.854,1.5255126
2.8,2.5198333
1.411,1.3203729
1.909,2.1981606
2.625,1.5255948
4.42,4.2400603
2.748,3.0635788
0.855,0.9120859
2.318,2.5104573
3.02,3.2841983
2.358,2.7297554
0.722,1.1910589
1.824,1.8267647
5.00001,4.619891
0.787,0.8023358
1.813,2.1462345
1.98,2.1548529
1.996,2.0711195
0.633,1.0412564
0.94,1.3970922
1.868,1.8926462
1.17,1.3665146
1.178,1.2892364
1.21,1.6008265
2.309,2.4116764
4.273,4.2121463
1.281,1.5715342
3.847,2.8640566
2.904,2.892929
0.913,1.0612406
0.619,0.83434427
2.322,2.4674509
1.296,1.2387203
1.275,0.970036
1.505,1.6475962
1.875,1.4023204
4.379,4.3484054
1.265,2.1415303
4.534,4.6031547
2.294,2.2756772
3.649,3.403767
1.919,2.204142
0.875,1.5569049
0.3,0.92576444
3.357,3.0453598
2.421,2.3658528
1.737,2.072115
0.541,0.4467575
2.078,1.7649714
1.125,0.8075443
1.667,1.7444057
2.718,2.5582647
1.411,1.6207772
3.75,1.5052385
1.616,1.5151957
1.594,2.2212694
0.863,1.107843
2.563,2.2560084
2.132,2.2160501
2.541,2.2843912
1.326,1.4334191
1.693,1.8083912
3.477,4.03308
1.597,1.7143649
0.909,2.1717389
2.905,2.5745552
1.899,2.5166957
4.956,4.901999
3.333,3.8980775
1.838,1.7873987
1.89,1.6457648
1.575,1.3157703
0.666,0.5114752
1.324,1.6516902
1.56,1.767405
3.481,2.9353833
2.264,2.5723565
0.742,1.1078639
1.583,2.0696893
5.00001,5.1543884
1.655,1.9887508
3.295,2.5859292
1.396,1.818105
1.529,1.4255248
3.673,3.0713267
0.7,0.968131
0.974,1.3630008
0.659,0.85903263
0.493,0.35678896
1.541,1.668733
2.728,2.271819
2.471,2.9145827
2.688,1.8440344
2.476,2.0220768
4.168,3.229799
1.216,1.0520688
1.717,1.704619
1.738,2.5967257
2.356,3.1955507
2.601,2.5314956
2.0,1.9842155
2.966,2.624937
3.746,1.8677272
1.778,2.2540452
2.695,3.097824
0.62,1.0000187
1.976,1.8906823
0.527,0.607691
1.914,1.8141744
3.177,3.1230202
3.294,2.5471249
3.307,3.9657512
1.874,2.2545362
2.865,2.0397477
5.00001,2.260622
1.339,1.7897583
1.998,2.2631469
0.45,0.937027
3.546,3.3391569
2.638,2.871756
2.784,2.0522497
1.604,1.5060284
2.413,2.59867
2.083,1.6811324
2.636,2.908023
1.45,1.6848668
1.325,1.4984105
1.838,1.9874237
0.811,0.97458506
1.765,1.8452395
2.555,2.200635
1.661,1.9656434
1.02,1.4172763
0.861,1.0707
1.006,0.94813824
5.0,3.7044766
2.099,2.6414301
0.525,0.69692975
2.629,2.2435708
1.588,1.3706751
2.095,1.8002962
3.5,2.1046917
2.171,2.3768928
1.414,1.6991585
0.934,1.1106732
1.982,1.5983083
1.872,1.5839022
1.853,1.5336834
5.00001,4.4900765
2.813,2.1312342
1.036,1.2431761
2.879,3.0590856
2.083,1.9436188
1.75,2.601145
1.327,1.2758393
1.72,1.4757377
5.00001,4.4458523
0.64,0.5135119
2.279,2.230553
0.631,0.53934276
0.841,0.9436087
3.392,2.7754796
1.563,1.098144
3.836,3.3126044
1.371,1.5039088
0.568,0.71736395
0.7,0.78454393
0.963,0.6914915
0.926,1.462576
3.591,3.5265312
1.587,1.7848359
5.00001,4.300496
1.146,1.6975796
4.102,3.7353964
2.819,2.0306895
1.017,0.94099367
1.693,1.9884337
2.078,2.4856317
3.272,3.2767
2.779,2.5254564
1.114,1.0867769
0.806,1.1164694
2.075,2.8154116
2.753,2.5131416
4.21,3.6940587
1.288,1.2313411
3.139,2.7645245
0.676,1.0359392
0.644,0.89436954
1.539,1.6738651
1.307,1.1462574
2.385,3.1772048
3.796,4.0780587
1.465,2.262601
1.503,2.054812
0.803,1.5197915
2.933,1.0992062
2.88,3.0347638
1.441,1.805326
1.27,1.2601317
1.521,2.0032544
1.568,1.0991141
1.049,1.2693063
5.00001,5.372196
1.344,1.528403
5.00001,5.0215507
2.728,3.2073634
1.516,0.9488967
3.626,2.8222442
1.692,1.994577
1.404,1.9012631
0.437,0.5477305
1.36,1.9477652
2.644,2.8704336
1.522,2.004097
1.375,2.4298484
2.147,1.5587878
1.709,2.0908341
2.362,2.2077048
2.978,2.8841903
0.885,1.3148197
1.276,1.0530906
0.802,0.7900497
3.06,3.1030972
4.364,2.4117076
2.389,2.2101555
2.317,3.0114357
1.229,1.3309519
2.182,2.3397713
3.97,4.463449
2.603,1.5356011
4.357,3.574175
1.64,1.8266166
4.405,3.3627603
0.854,1.1959547
1.019,1.1015159
1.594,2.4313917
1.903,2.4854639
1.0,0.8628183
1.396,1.5899391
5.00001,5.326359
1.545,2.4343994
1.705,1.8061757
1.106,0.99812067
1.912,2.5012681
2.872,3.7301593
1.501,1.4434298
2.383,2.328612
1.542,1.698109
2.805,2.146542
1.619,1.8784466
2.656,2.9220228
1.227,1.3928802
2.312,2.416673
3.191,2.9908237
2.313,2.2067842
5.00001,4.688646
1.212,1.1629332
2.225,2.3017251
4.5,2.7822495
1.021,1.2216264
2.012,1.9049045
1.042,1.1477994
5.00001,5.1046124
1.32,1.3184601
2.211,2.1534324
1.516,1.5246739
1.469,1.3568324
1.512,1.5600852
1.651,1.8162034
2.136,2.7932646
2.135,2.4443727
5.00001,3.978988
4.38,3.652295
1.838,2.0428572
3.5,3.2018394
1.593,1.5747025
1.291,1.2483647
0.766,0.67802924
2.25,1.8206024
2.308,2.1000338
4.318,4.291347
1.91,2.9637487
0.847,1.0791945
1.525,1.541184
0.676,0.6116325
1.982,2.0214832
3.063,1.9495728
1.221,1.643197
2.761,1.945757
1.03,0.983577
4.091,2.7733362
1.352,1.557045
1.216,1.7553681
1.828,1.6648928
2.28,2.1805024
1.1,0.8762831
1.112,0.9739675
0.847,0.822228
4.473,4.4351683
0.883,0.7011223
0.871,0.9982282
1.875,1.9153451
1.469,1.6224836
1.031,1.0848153
3.437,3.8195658
0.982,1.2572118
2.625,1.8129052
0.774,0.85969466
1.351,1.5306908
1.347,1.4985037
2.313,1.7812874
1.586,1.2954644
1.016,0.66174686
1.22,1.3701657
3.8,3.6711671
1.894,1.7527255
4.4,3.430354
0.7,0.8420779
0.7,0.7010362
3.335,3.229407
1.018,1.1933892
5.00001,5.163798
3.605,3.8363457
1.695,1.7651246
2.056,1.5958955
1.663,1.6087655
0.325,0.83928937
3.627,3.133129
1.745,1.330359
1.976,1.8659352
1.83,2.3900526
1.583,1.6101398
1.002,1.3785263
0.875,1.1719455
4.611,3.488514
1.902,2.7842662
2.323,2.0030413
2.216,2.777151
2.269,2.8457751
2.242,2.412443
1.198,1.7162242
0.782,0.7826598
1.651,1.2425617
2.139,3.6101258
0.697,0.9020147
1.058,1.4737823
0.75,1.4103909
0.917,1.3822247
2.695,2.644814
0.682,0.6367746
1.658,1.9755454
1.546,1.7320144
4.727,4.3363247
3.459,3.7330914
2.307,2.4024825
3.0,2.2946029
2.494,2.0095265
4.357,3.8001149
2.258,2.1267529
1.75,1.7582304
1.784,1.2402291
2.76,2.01668
1.159,0.9369667
2.143,1.6553137
1.183,1.1736952
5.00001,3.1444178
1.521,1.9936651
1.404,1.428138
2.226,2.2319536
4.445,3.3871253
5.0,4.1634436
1.633,1.2914425
1.938,2.6402996
0.905,1.1133052
1.152,1.2972268
1.47,1.5667716
2.739,2.4357703
1.909,1.9805255
0.748,0.69156414
5.00001,2.8011653
1.185,1.5543332
5.00001,1.4512393
0.55,1.7913897
0.584,0.69210404
0.958,1.3983133
0.992,1.3605341
1.674,2.1940799
0.705,0.64528584
0.675,0.6545546
0.757,0.91818553
1.83,1.7211016
5.00001,5.2542567
0.973,1.0881925
2.3,2.9586117
0.829,1.018437
0.522,0.55291295
1.148,1.3736995
0.88,1.1587387
2.242,2.1742198
1.5,1.3193333
3.417,2.869513
1.817,2.3041437
1.406,1.9838005
0.727,0.7804943
2.109,2.3493836
0.977,1.0164818
1.097,1.2457341
1.656,2.4391558
2.306,1.8629805
1.638,1.6783632
0.958,0.5450562
0.481,0.6892549
0.444,0.48609054
2.379,2.3564956
2.848,3.7373664
1.648,1.4586664
2.0,1.5778538
0.778,1.1619034
1.86,1.9126835
1.697,1.4474294
4.188,2.0287087
0.733,1.1739441
0.87,0.9578072
1.682,2.0490594
1.543,1.5996577
2.25,3.2882037
3.33,3.1154191
2.259,2.469575
1.381,1.541141
1.127,0.92530966
2.316,2.259809
4.191,2.808202
2.211,2.2604063
1.554,1.8544098
1.517,1.5155356
2.489,2.6845574
1.532,1.161675
1.265,1.2650685
2.4,2.8471918
1.861,1.91824
5.00001,4.263406
1.816,1.7533729
1.781,2.525392
0.692,0.76206326
0.668,0.61359435
5.00001,5.300561
1.813,2.928128
3.964,3.9296567
1.875,1.8848164
2.979,2.732572
3.454,3.7923965
2.451,2.152766
1.055,1.1472448
1.011,0.729236
1.417,2.6491232
4.309,3.4727442
2.863,2.2423007
1.13,0.8268143
4.667,3.9279275
1.686,1.6247433
3.605,3.4131756
2.564,2.7083874
1.139,1.571127
3.504,4.0773463
2.091,2.2264173
1.315,2.2008586
2.167,2.6748772
1.013,0.9360935
2.028,2.4323375
1.176,1.6252928
2.926,2.5129962
5.00001,5.1707144
1.303,1.2382224
0.924,0.7401798
1.125,1.3174878
1.542,1.2537907
1.04,0.72196275
1.216,1.9204893
2.063,2.193551
1.083,1.7842672
3.494,3.3307433
0.833,0.65684944
2.458,2.711442
0.915,1.7167183
5.00001,5.1948924
5.00001,3.029927
1.905,1.7519642
1.083,1.2324029
0.896,1.1304764
5.00001,4.9037123
0.946,1.2889605
0.675,2.6682765
1.775,2.2823267
2.613,2.6516078
5.00001,2.5886521
1.684,1.7868145
2.453,2.5202057
2.4,2.6200597
1.565,1.1995246
5.00001,2.851748
2.356,2.754255
1.856,1.8596984
3.167,1.847761
1.188,0.99910957
2.485,2.3039646
2.365,2.5647297
0.946,0.84917
1.768,1.6169331
1.486,1.9873824
1.953,1.8966945
2.159,1.996768
1.266,1.745228
1.739,1.8502454
1.83,2.3632145
0.743,1.2338985
2.247,1.9218826
1.016,0.95401376
3.91,3.3035977
2.65,1.9023657
5.00001,4.798428
1.865,2.0704525
0.78,0.798778
0.808,1.0630766
1.896,2.3939967
1.992,2.8163533
1.896,1.7733705
1.6,1.7863501
3.753,3.7808235
1.667,1.3678142
2.156,2.2258813
2.286,2.0146427
1.713,1.4688773
4.31,4.175516
2.751,2.3695269
2.768,2.9575346
0.463,0.47901326
1.44,1.5009105
0.943,0.90914285
1.576,1.3210142
1.945,2.3314955
3.511,2.664686
4.534,3.518603
2.246,2.197767
1.556,1.6942959
2.42,3.7949066
0.7,1.1662788
0.713,1.1930512
0.668,1.1005007
1.531,2.9646394
1.375,1.6653358
2.304,2.6006217
2.422,2.4971616
3.019,2.4168062
4.158,3.1758945
1.565,1.6761552
0.786,0.7956262
4.414,3.9286728
1.843,1.8241146
2.765,3.3213248
2.328,1.7825513
0.604,0.94870156
2.241,2.4506307
4.39,3.317189
1.231,0.9656388
2.557,2.8615937
0.576,0.6661863
1.998,2.1484334
0.513,0.41002592
3.482,3.9662683
3.628,3.6531603
2.403,2.4505632
0.736,0.5950808
1.726,1.5550817
2.29,2.6192007
1.663,1.7361487
0.833,1.2583768
5.00001,5.2769504
3.329,2.9893277
0.543,0.65807927
2.417,2.7694826
3.875,3.5203297
1.364,2.0549054
0.983,2.0383914
1.76,2.5306606
0.63,0.8462691
2.369,2.2084973
0.972,1.7419785
2.2,2.7350645
1.058,1.3246435
2.709,2.678142
0.994,1.074732
1.663,1.5554826
1.438,1.6932703
1.406,1.4853276
3.309,3.328927
1.569,2.532739
5.00001,3.9494536
1.625,1.8036113
1.248,1.3815876
2.161,1.7791065
1.714,1.8850515
3.256,3.255393
1.098,1.1769335
2.762,2.7350438
1.299,1.3183888
2.923,2.8270614
3.415,3.2208555
0.668,0.5507396
2.388,2.0156357
0.774,0.95113117
0.824,1.147857
3.599,3.8763058
4.657,4.425606
2.14,2.216205
1.071,1.2337749
1.578,1.6583539
1.193,1.4573753
2.329,2.5618854
1.795,2.008915
0.701,0.6017484
0.55,1.7906587
0.659,0.4891114
0.996,0.91690415
5.00001,4.454865
1.641,2.162513
0.77,1.030875
1.403,1.2444454
1.729,1.5419078
5.00001,3.042946
3.143,2.4105356
5.00001,3.8212316
5.00001,5.1053257
1.43,1.500452
2.806,2.7723827
3.75,3.3500512
1.375,1.632518
3.371,3.13336
1.28,1.4489614
1.854,1.9258449
0.63,0.75814605
1.095,1.6300988
4.0,2.1049275
1.519,2.7689147
0.563,0.7531465
1.025,0.9300512
2.25,3.1953433
1.455,1.8091482
3.631,2.9397197
2.49,1.976641
4.153,3.6078985
2.674,2.1625154
0.75,1.0848585
2.5,2.3625486
1.618,1.3486217
0.975,0.8828126
1.115,1.3990978
0.873,1.1290109
